date,adm_level,adm_id,PCODE,n_pixels,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q,version
2022-01-01,1,900110,RW1,23.0,10.869565,22.782608,100.69565,82.57536,314.56522,319.27682,57.120502,120.69107,98.54704,final
2022-01-11,1,900110,RW1,23.0,43.47826,21.605797,108.0,79.46232,315.86957,303.0493,182.20938,133.78748,104.161766,final
2022-01-21,1,900110,RW1,23.0,24.217392,24.972464,78.565216,69.36087,280.1739,283.12753,97.48078,112.377945,98.974884,final
2022-02-01,1,900110,RW1,23.0,35.434784,26.692753,103.13043,73.27101,295.60867,264.5884,127.583694,138.14876,111.50652,final
2022-02-11,1,900110,RW1,23.0,64.652176,32.3029,124.30435,83.96812,328.34784,259.30435,186.72055,145.33786,126.12273,final
2022-02-21,1,900110,RW1,23.0,38.52174,26.014492,138.6087,85.01015,320.5652,241.76231,140.3271,159.54724,131.93472,final
2022-03-01,1,900110,RW1,23.0,39.434784,46.34348,142.6087,104.660866,346.43478,260.50726,86.54416,134.60472,132.36354,final
2022-03-11,1,900110,RW1,23.0,48.347828,38.99565,126.30435,111.35362,358.6087,274.78406,121.25704,112.84939,129.96048,final
2022-03-21,1,900110,RW1,23.0,30.304348,57.15507,118.08696,142.4942,335.2609,296.8652,56.80043,83.45207,112.71949,final
2022-04-01,1,900110,RW1,23.0,25.782608,55.54493,104.434784,151.69565,350.17395,329.62753,50.84259,69.83907,106.14009,final
2022-04-11,1,900110,RW1,23.0,62.782608,50.430435,118.86957,163.13043,369.47827,358.45218,122.2841,73.67468,103.03371,final
2022-04-21,1,900110,RW1,23.0,78.695656,45.13768,167.26086,151.11304,423.9565,378.6174,166.93166,110.34367,111.81884,final
2022-05-01,1,900110,RW1,23.0,22.086956,39.47246,163.56523,135.04057,410.6087,391.3971,60.907257,120.36885,104.84656,final
2022-05-11,1,900110,RW1,23.0,8.782609,34.126087,109.565216,118.73623,354.73914,393.22028,35.226135,92.58826,90.33672,final
2022-05-21,1,900110,RW1,23.0,67.91304,26.60145,98.78261,100.2,384.13043,393.80725,230.72688,98.65267,97.57356,final
2022-06-01,1,900110,RW1,23.0,2.9565217,9.214493,79.65217,69.94203,347.6522,356.67825,55.974716,112.956856,97.504395,final
2022-06-11,1,900110,RW1,23.0,2.1304348,3.6405797,72.99999,39.45652,301.43478,321.32318,82.52265,175.45232,93.905304,final
2022-06-21,1,900110,RW1,23.0,2.7826087,2.7608695,7.869565,15.615942,273.91302,266.929,100.28012,62.42531,102.56833,final
2022-07-01,1,900110,RW1,23.0,1.1304348,2.0304348,6.043478,8.431884,249.26088,213.41449,87.19852,82.21838,116.412094,final
2022-07-11,1,900110,RW1,23.0,1.4782609,1.4739131,5.3913045,6.2652173,187.95651,164.45798,100.06716,92.24238,113.866875,final
2022-07-21,1,900110,RW1,23.0,4.478261,2.931884,7.0869565,6.4362316,113.73913,122.252174,119.49571,105.690025,93.3101,final
2022-08-01,1,900110,RW1,23.0,5.2173915,7.994203,11.173914,12.4,96.86956,90.77391,78.63038,92.95353,106.36462,final
2022-08-11,1,900110,RW1,23.0,12.0,10.465218,21.695652,21.391304,100.08695,67.113045,109.92409,101.15322,145.7253,final
2022-08-21,1,900110,RW1,23.0,36.739132,14.107246,53.956524,32.566666,68.91304,54.61884,218.44661,156.9384,123.97598,final
2022-09-01,1,900110,RW1,23.0,9.826087,23.22029,58.56522,47.792755,75.782616,68.62463,52.536976,120.4052,109.72227,final
2022-09-11,1,900110,RW1,23.0,27.782608,23.74058,74.347824,61.068115,101.434784,88.72464,114.063835,120.10002,113.56116,final
2022-09-21,1,900110,RW1,23.0,14.217391,24.755072,51.826088,71.71594,112.86957,110.71884,64.585266,74.07337,101.85858,final
2022-10-01,1,900110,RW1,23.0,15.521739,32.669567,57.52174,81.165215,127.26087,141.35797,54.4783,72.5603,90.368065,final
2022-10-11,1,900110,RW1,23.0,12.782609,38.260868,42.52174,95.68551,138.56522,178.14493,41.105526,47.198193,78.388855,final
2022-10-21,1,900110,RW1,23.0,41.95652,43.946377,70.260864,114.876816,176.04349,219.15942,95.934616,62.781834,80.7655,final
2022-11-01,1,900110,RW1,23.0,26.565218,45.453625,81.304344,127.66087,197.3913,256.61884,62.562836,65.056366,77.36113,final
2022-11-11,1,900110,RW1,23.0,59.652172,37.068115,128.1739,126.46812,245.04347,283.22174,153.68451,101.2975,86.75386,final
2022-11-21,1,900110,RW1,23.0,48.52174,43.45652,134.73914,125.978264,256.82608,312.571,110.453125,106.6888,82.446465,final
2022-12-01,1,900110,RW1,23.0,41.913044,30.723188,150.08696,111.247826,288.91306,320.0739,131.32378,133.41063,90.41422,final
2022-12-11,1,900110,RW1,23.0,30.391304,25.852175,120.82609,100.03188,291.52173,322.18552,114.71251,119.79799,90.62801,final
2022-12-21,1,900110,RW1,23.0,35.130436,34.14058,107.434784,90.71594,312.43478,331.571,102.52898,117.46714,94.314354,final
2023-01-01,1,900110,RW1,23.0,17.47826,22.782608,83.0,82.57536,314.3913,319.27682,80.90767,100.484886,98.49341,final
2023-01-11,1,900110,RW1,23.0,45.52174,21.605797,98.13043,79.46232,347.13043,303.0493,189.88997,122.102295,114.30978,final
2023-01-21,1,900110,RW1,23.0,37.652172,24.972464,100.652176,69.36087,342.82608,283.12753,142.30453,142.08034,120.71949,final
2023-02-01,1,900110,RW1,23.0,5.2173915,26.692753,88.391304,73.27101,321.47824,264.5884,32.23889,119.31786,121.10248,final
2023-02-11,1,900110,RW1,23.0,4.2173915,32.3029,47.086956,83.96812,266.04346,259.30435,24.709587,58.545643,102.54976,final
2023-02-21,1,900110,RW1,23.0,20.73913,26.014492,30.173912,85.01015,238.26088,241.76231,82.990654,39.07772,98.581055,final
2023-03-01,1,900110,RW1,23.0,21.217392,46.34348,46.173912,104.660866,217.56523,260.50726,51.06275,46.665607,83.826416,final
2023-03-11,1,900110,RW1,23.0,80.21739,38.99565,122.17391,111.35362,267.3913,274.78406,193.69504,109.299484,97.35769,final
2023-03-21,1,900110,RW1,23.0,56.695652,57.15507,158.13043,142.4942,288.95654,296.8652,99.26085,110.60125,97.380066,final
2023-04-01,1,900110,RW1,23.0,56.826088,55.54493,193.73914,151.69565,328.30435,329.62753,102.11605,126.83131,99.60458,final
2023-04-11,1,900110,RW1,23.0,61.869564,50.430435,175.39131,163.13043,344.65216,358.45218,120.63692,107.29249,96.20307,final
2023-04-21,1,900110,RW1,23.0,56.086956,45.13768,174.78261,151.11304,363.08694,378.6174,121.83842,115.16181,95.95158,final
2023-05-01,1,900110,RW1,23.0,68.304344,39.47246,186.26086,135.04057,426.17392,391.3971,164.83086,136.57532,108.77323,final
2023-05-11,1,900110,RW1,23.0,9.434783,34.126087,133.82608,118.73623,431.3913,393.22028,36.89299,112.19518,109.5854,final
2023-05-21,1,900110,RW1,23.0,12.826087,26.60145,90.565216,100.2,423.47824,393.80725,56.409084,90.84146,107.43993,final
2023-06-01,1,900110,RW1,23.0,1.5217391,9.214493,23.78261,69.94203,403.7826,356.67825,45.880913,38.406498,113.02383,final
2023-06-11,1,900110,RW1,23.0,1.7391304,3.6405797,16.086956,39.45652,325.30435,321.32318,77.993965,47.432762,101.22001,final
2023-06-21,1,900110,RW1,23.0,1.0,2.7608695,4.2608695,15.615942,269.60867,266.929,77.31093,44.920914,100.98543,final
2023-07-01,1,900110,RW1,23.0,1.0434783,2.0304348,3.7826087,8.431884,213.82608,213.41449,85.961655,65.38628,100.188446,final
2023-07-11,1,900110,RW1,23.0,0.9130435,1.4739131,2.9565217,6.2652173,152.86955,164.45798,91.336464,70.629105,93.161476,final
2023-07-21,1,900110,RW1,23.0,1.0,2.931884,2.9565217,6.4362316,97.7826,122.252174,75.64407,69.57294,80.770805,final
2023-08-01,1,900110,RW1,23.0,1.173913,7.994203,3.0869565,12.4,30.652176,90.77391,47.512825,46.47676,37.225353,final
2023-08-11,1,900110,RW1,23.0,1.2608696,10.465218,3.4347825,21.391304,22.478262,67.113045,40.48355,31.96046,38.104427,final
2023-08-21,1,900110,RW1,23.0,1.6086956,14.107246,4.043478,32.566666,11.26087,54.61884,34.587376,24.073145,27.27472,final
2023-09-01,1,900110,RW1,23.0,16.173914,23.22029,19.04348,47.792755,25.913044,68.62463,75.030815,45.543144,41.987366,final
2023-09-11,1,900110,RW1,23.0,42.826088,23.74058,60.608696,61.068115,67.0,88.72464,166.40613,99.30463,76.82078,final
2023-09-21,1,900110,RW1,23.0,16.565218,24.755072,75.565216,71.71594,82.565216,110.71884,72.47578,105.01756,75.67066,final
2023-10-01,1,900110,RW1,23.0,18.217392,32.669567,77.608696,81.165215,99.739136,141.35797,61.63435,95.872444,71.563675,final
2023-10-11,1,900110,RW1,23.0,37.608696,38.260868,72.391304,95.68551,136.43478,178.14493,98.49247,76.864395,77.22561,final
2023-10-21,1,900110,RW1,23.0,24.086956,43.946377,79.91304,114.876816,159.52174,219.15942,59.42617,70.83358,73.39497,final
2023-11-01,1,900110,RW1,23.0,37.695652,45.453625,99.391304,127.66087,196.04347,256.61884,84.62356,78.69035,76.84595,final
2023-11-11,1,900110,RW1,23.0,47.304348,37.068115,109.08696,126.46812,242.08696,283.22174,124.33252,86.77919,85.72808,final
2023-11-21,1,900110,RW1,23.0,59.95652,43.45652,144.95651,125.978264,300.43478,312.571,134.05115,114.48962,96.17842,final
2023-12-01,1,900110,RW1,23.0,24.913044,30.723188,132.1739,111.247826,309.17392,320.0739,83.73564,118.00127,96.64692,final
2023-12-11,1,900110,RW1,23.0,21.608696,25.852175,106.478264,100.03188,287.95654,322.18552,86.245766,106.13755,89.53836,final
2023-12-21,1,900110,RW1,23.0,52.304348,34.14058,98.82609,90.71594,323.69565,331.571,146.40648,108.47314,97.66012,final
2024-01-01,1,900110,RW1,23.0,12.478261,22.782608,86.391304,82.57536,317.9565,319.27682,62.910797,104.35732,99.59285,final
2024-01-11,1,900110,RW1,23.0,20.391304,21.605797,85.17391,79.46232,300.73914,303.0493,95.435234,106.7623,99.25007,final
2024-01-21,1,900110,RW1,23.0,26.391304,24.972464,59.260868,69.36087,303.04346,283.12753,104.73381,86.41758,106.91219,final
2024-02-01,1,900110,RW1,23.0,15.73913,26.692753,62.521736,73.27101,281.08694,264.5884,65.43809,86.266594,106.119896,final
2024-02-11,1,900110,RW1,23.0,16.043478,32.3029,58.173912,83.96812,249.82607,259.30435,56.412445,71.00736,96.41387,final
2024-02-21,1,900110,RW1,23.0,8.347826,26.014492,40.130432,85.01015,198.21738,241.76231,43.037384,50.13927,82.35349,final
2024-03-01,1,900110,RW1,23.0,27.26087,46.34348,51.652176,104.660866,200.56522,260.50726,62.833435,51.661255,77.42357,final
2024-03-11,1,900110,RW1,23.0,20.086956,38.99565,55.695652,111.35362,199.04347,274.78406,57.021446,52.164818,72.92891,final
2024-03-21,1,900110,RW1,23.0,36.260868,57.15507,83.60869,142.4942,183.0,296.8652,66.38375,60.076046,62.27945,final
2024-04-01,1,900110,RW1,23.0,58.565216,55.54493,114.91304,151.69565,229.08694,329.62753,104.9885,76.526085,69.954475,final
2024-04-11,1,900110,RW1,23.0,55.739132,50.430435,150.56522,163.13043,264.43478,358.45218,109.577225,92.526505,74.13212,final
2024-04-21,1,900110,RW1,23.0,78.0,45.13768,192.30435,151.11304,316.04346,378.6174,165.54416,126.38557,83.688446,final
2024-05-01,1,900110,RW1,23.0,45.0,39.47246,178.73914,135.04057,345.30435,391.3971,112.42913,131.20421,88.37208,final
2024-05-11,1,900110,RW1,23.0,6.478261,34.126087,129.47826,118.73623,335.73914,393.22028,29.336592,108.6814,85.56549,final
2024-05-21,1,900110,RW1,23.0,4.4347825,26.60145,55.913044,100.2,331.82608,393.80725,29.855534,57.902134,84.45837,final
2024-06-01,1,900110,RW1,23.0,1.6521739,9.214493,12.565218,69.94203,306.21738,356.67825,46.798534,23.438406,86.048134,final
2024-06-11,1,900110,RW1,23.0,1.0,3.6405797,7.0869565,39.45652,287.13043,321.32318,69.43979,27.188265,89.52181,final
2024-06-21,1,900110,RW1,23.0,1.0,2.7608695,3.652174,15.615942,251.86957,266.929,77.31093,41.968365,94.462,final
2024-07-01,1,900110,RW1,23.0,1.2173913,2.0304348,3.2173913,8.431884,194.52174,213.41449,88.43537,61.17825,91.35005,final
2024-07-11,1,900110,RW1,23.0,0.8695652,1.4739131,3.0869565,6.2652173,139.65218,164.45798,90.66487,71.78695,85.36168,final
2024-07-21,1,900110,RW1,23.0,1.5217391,2.931884,3.6086955,6.4362316,63.173912,122.252174,82.22182,75.275635,53.57387,final
2024-08-01,1,900110,RW1,23.0,2.7826087,7.994203,5.173913,12.4,20.956522,90.77391,59.89293,58.470768,27.101871,final
2024-08-11,1,900110,RW1,23.0,8.73913,10.465218,13.043478,21.391304,23.21739,67.113045,88.838905,68.369026,39.129383,final
2024-08-21,1,900110,RW1,23.0,13.217391,14.107246,24.73913,32.566666,32.0,54.61884,95.34284,79.16361,62.06092,final
2024-09-01,1,900110,RW1,23.0,7.9565215,23.22029,29.913042,47.792755,38.304344,68.62463,45.912083,66.132256,58.817738,final
2024-09-11,1,900110,RW1,23.0,6.695652,23.74058,27.869564,61.068115,43.999996,88.72464,40.693863,49.751026,52.280807,final
2024-09-21,1,900110,RW1,23.0,49.695652,24.755072,64.347824,71.71594,92.69565,110.71884,183.8196,90.395584,84.42501,final
2024-10-01,1,900110,RW1,23.0,25.73913,32.669567,82.13043,81.165215,117.217384,141.35797,81.60203,101.1202,83.50579,final
2024-10-11,1,900110,RW1,23.0,64.95652,38.260868,140.3913,95.68551,181.30434,178.14493,161.70854,144.40141,101.72509,final
2024-10-21,1,900110,RW1,23.0,22.130434,43.946377,112.82608,114.876816,201.91304,219.15942,55.428894,98.2893,92.3062,final
2024-11-01,1,900110,RW1,23.0,62.217392,45.453625,149.30435,127.66087,261.34784,256.61884,133.22609,116.31489,101.807594,final
2024-11-11,1,900110,RW1,23.0,82.565216,37.068115,166.91304,126.46812,335.1739,283.22174,208.15103,130.76407,118.02506,final
2024-11-21,1,900110,RW1,23.0,104.608696,43.45652,249.3913,125.978264,426.56522,312.571,226.2001,194.22404,135.89566,final
2024-12-01,1,900110,RW1,23.0,17.608696,30.723188,204.78262,111.247826,436.2174,320.0739,63.28857,180.46155,135.72833,final
2024-12-11,1,900110,RW1,23.0,24.869566,25.852175,147.08696,100.03188,454.3913,322.18552,96.81511,144.80075,140.40698,final
2024-12-21,1,900110,RW1,23.0,37.52174,34.14058,80.0,90.71594,442.2174,331.571,108.638504,88.804436,132.8746,final
2025-01-01,1,900110,RW1,23.0,4.5652175,22.782608,66.95652,82.57536,421.0435,319.27682,34.4288,82.16525,131.38266,final
2025-01-11,1,900110,RW1,23.0,25.043478,21.605797,67.13043,79.46232,381.13043,303.0493,112.9208,85.399536,125.34697,final
2025-01-21,1,900110,RW1,23.0,38.217392,24.972464,67.82609,69.36087,397.2174,283.12753,144.19032,97.936035,139.59702,final
2025-02-01,1,900110,RW1,23.0,26.913044,26.692753,90.17392,73.27101,361.91306,264.5884,100.69508,121.59536,136.1012,final
2025-02-11,1,900110,RW1,23.0,18.391304,32.3029,83.521736,83.96812,297.73914,259.30435,62.706398,99.498276,114.54186,final
2025-02-21,1,900110,RW1,23.0,2.826087,26.014492,48.130436,85.01015,195.95651,241.76231,25.233644,59.027164,81.43728,final
2025-03-01,1,900110,RW1,23.0,13.043478,46.34348,34.26087,104.660866,191.39128,260.50726,35.14269,35.802082,73.96833,final
2025-03-11,1,900110,RW1,23.0,30.695652,38.99565,46.565216,111.35362,197.21736,274.78406,81.1345,44.317673,72.27623,final
2025-03-21,1,900110,RW1,23.0,31.173914,57.15507,74.91304,142.4942,190.86957,296.8652,58.199455,54.18046,64.88644,final
2025-04-01,1,900110,RW1,23.0,51.913044,55.54493,113.78261,151.69565,238.2174,329.62753,94.00134,75.804665,72.68302,final
2025-04-11,1,900110,RW1,23.0,69.13043,50.430435,152.21739,163.13043,282.30435,358.45218,133.73598,93.50918,79.04874,final
2025-04-21,1,900110,RW1,23.0,110.0,45.13768,231.04347,151.11304,354.08698,378.6174,229.36841,151.20035,93.60549,final
2025-05-01,1,900110,RW1,23.0,43.04348,39.47246,222.17392,135.04057,370.2174,391.3971,108.02973,162.22008,94.65695,final
2025-05-11,1,900110,RW1,23.0,27.52174,34.126087,180.56523,118.73623,379.3478,393.22028,83.120346,149.96838,96.51638,final
2025-05-21,1,900110,RW1,23.0,38.260868,26.60145,108.82608,100.2,414.7826,393.80725,136.8952,108.19971,105.259514,final
2025-06-01,1,900110,RW1,23.0,6.347826,9.214493,72.13043,69.94203,408.08694,356.67825,79.83279,102.92013,114.21393,final
2025-06-11,1,900110,RW1,23.0,17.043478,3.6405797,61.652176,39.45652,394.4348,321.32318,255.11575,149.92667,122.40467,final
2025-06-21,1,900110,RW1,23.0,5.0869565,2.7608695,28.47826,15.615942,368.3478,266.929,129.97198,162.39015,137.29607,final
2025-07-01,1,900110,RW1,23.0,2.2173913,2.0304348,24.347826,8.431884,318.6522,213.41449,102.65925,218.49374,148.18256,final
2025-07-11,1,900110,RW1,23.0,1.6521739,1.4739131,8.956522,6.2652173,251.17392,164.45798,102.75352,123.890396,151.17253,final
2025-07-21,1,900110,RW1,23.0,1.0,2.931884,4.869565,6.4362316,142.1739,122.252174,75.64407,86.30085,115.65531,final
2025-08-01,1,900110,RW1,23.0,13.478261,7.994203,16.130436,12.4,112.6087,90.77391,142.20387,121.43929,122.79826,final
2025-08-11,1,900110,RW1,23.0,24.565218,10.465218,39.04348,21.391304,109.65218,67.113045,191.17233,166.88632,158.98953,final
2025-08-21,1,900110,RW1,23.0,4.304348,14.107246,42.347828,32.566666,75.69565,54.61884,48.69539,126.03681,135.3526,final
2025-09-01,1,900110,RW1,23.0,6.2608695,23.22029,35.130436,47.792755,75.608696,68.62463,39.903454,76.015045,109.486046,final
2025-09-11,1,900110,RW1,23.0,25.347826,23.74058,35.913044,61.068115,83.91304,88.72464,105.592255,61.92555,94.86624,final
2025-09-21,1,900110,RW1,23.0,8.217391,24.755072,39.826088,71.71594,87.04348,110.71884,44.42063,58.431255,79.54062,final
2025-10-01,1,900110,RW1,23.0,44.47826,32.669567,78.04347,81.165215,129.30435,141.35797,131.3481,96.37703,91.76429,final
2025-10-11,1,900110,RW1,23.0,25.086956,38.260868,77.78261,95.68551,152.73914,178.14493,69.547745,82.21899,86.12804,final
2025-10-21,1,900110,RW1,23.0,68.78261,43.946377,138.34782,114.876816,220.52174,219.15942,150.74171,119.57927,100.60774,final
2025-11-01,1,900110,RW1,23.0,45.913044,45.453625,139.78261,127.66087,252.95653,256.61884,100.91058,109.13738,98.60014,final
2025-11-11,1,900110,RW1,23.0,27.434782,37.068115,142.13043,126.46812,255.82608,283.22174,77.10063,111.91341,90.494934,final
2025-11-21,1,900110,RW1,23.0,16.043478,43.45652,89.391304,125.978264,267.56522,312.571,43.427547,72.06638,85.82811,final
2025-12-01,1,900110,RW1,23.0,22.869566,30.723188,66.347824,111.247826,284.17392,320.0739,78.015335,61.375618,88.95636,final
2025-12-11,1,900110,RW1,23.0,32.565216,25.852175,71.47826,100.03188,291.3913,322.18552,121.758736,72.81432,90.58815,final
2025-12-21,1,900110,RW1,23.0,68.434784,34.14058,123.86957,90.71594,351.60867,331.571,187.61803,134.63751,105.95347,final
2026-01-01,1,900110,RW1,23.0,48.52174,22.782608,149.52174,82.57536,355.65216,319.27682,192.64476,176.4443,111.21737,final
2026-01-11,1,900110,RW1,23.0,20.73913,21.605797,137.69566,79.46232,351.30432,303.0493,96.74256,168.94594,115.66471,final
2026-01-21,1,900110,RW1,23.0,53.0,24.972464,122.26087,69.36087,335.52173,283.12753,193.51096,171.13956,118.18437,final
2026-02-01,1,900110,RW1,23.0,30.086956,26.692753,103.82608,73.27101,319.69565,264.5884,110.70972,139.03752,120.441246,final
2026-02-11,1,900110,RW1,23.0,28.869566,32.3029,111.95653,83.96812,321.13043,259.30435,90.796074,131.45892,123.392,final
2026-02-21,1,900110,RW1,23.0,20.608696,26.014492,79.565216,85.01015,325.69568,241.76231,82.57009,93.95076,134.01385,final
2026-03-01,1,900110,RW1,23.0,55.695652,46.34348,105.17392,104.660866,358.52176,260.50726,118.21492,100.46786,136.91594,prelim
2026-03-11,1,900110,RW1,23.0,38.130436,38.99565,114.434784,111.35362,364.08698,274.78406,98.0334,102.6481,131.91852,prelim
2026-03-21,1,900110,RW1,23.0,48.434784,57.15507,142.26086,142.4942,344.08694,296.8652,85.97011,99.8418,115.643326,prelim
2026-04-01,1,900110,RW1,23.0,22.217392,55.54493,108.78261,151.69565,317.7826,329.62753,44.95404,72.61376,96.46026,prelim
2026-04-11,1,900110,RW1,23.0,51.04348,50.430435,121.695656,163.13043,348.08694,358.45218,101.10597,75.355576,97.14812,forecast
2022-01-01,1,900111,RW5,305.0,12.783607,23.05552,105.29836,85.7683,299.04263,318.60065,63.387196,121.51638,93.95612,final
2022-01-11,1,900111,RW5,305.0,43.508198,22.008852,107.20328,81.50131,311.84918,303.9331,179.6011,129.71281,102.56239,final
2022-01-21,1,900111,RW5,305.0,25.495083,24.1847,81.78689,69.24907,283.76065,285.07507,104.48997,116.88616,99.54687,final
2022-02-01,1,900111,RW5,305.0,32.609837,23.7447,101.61311,69.938255,290.41638,264.3069,130.84094,142.26794,109.695076,final
2022-02-11,1,900111,RW5,305.0,50.970493,27.16929,109.07541,75.09869,315.22296,254.38841,173.98735,142.41858,123.45307,final
2022-02-21,1,900111,RW5,305.0,33.59672,23.182514,117.17705,74.096504,306.48196,235.51334,136.95273,154.46579,129.50714,final
2022-03-01,1,900111,RW5,305.0,34.367214,43.552567,118.93443,93.90437,325.84592,249.61093,81.081635,125.307335,129.94176,final
2022-03-11,1,900111,RW5,305.0,43.413116,37.338577,111.37705,104.07366,327.65573,260.67368,114.34753,106.69583,125.21216,final
2022-03-21,1,900111,RW5,305.0,32.35082,55.134098,110.13115,136.02524,309.0951,279.37082,62.112545,81.63868,110.45264,final
2022-04-01,1,900111,RW5,305.0,25.144262,54.574207,100.908195,147.04689,321.45575,310.8895,50.59952,69.65496,103.34492,final
2022-04-11,1,900111,RW5,305.0,63.12459,50.7035,120.619675,160.4118,341.07214,339.58417,122.29858,75.943596,100.43182,final
2022-04-21,1,900111,RW5,305.0,93.16721,42.06568,181.43607,147.34338,408.74426,357.46515,208.57494,122.37884,114.147316,final
2022-05-01,1,900111,RW5,305.0,14.914754,37.613663,171.20656,130.38284,391.0492,371.3341,46.733257,130.15428,105.23872,final
2022-05-11,1,900111,RW5,305.0,10.455738,29.240984,118.537704,108.92033,350.53445,373.4058,45.138126,108.4422,93.95587,final
2022-05-21,1,900111,RW5,305.0,63.744263,25.238361,89.11475,92.09301,380.68198,375.46164,227.34122,96.93257,101.37211,final
2022-06-01,1,900111,RW5,305.0,2.8786886,7.875847,77.07868,62.35519,349.19348,339.7849,61.189674,121.85947,102.72882,final
2022-06-11,1,900111,RW5,305.0,1.7639344,3.3238251,68.38688,36.438034,307.54428,305.77017,81.25993,177.1003,100.57087,final
2022-06-21,1,900111,RW5,305.0,1.6622951,2.4076502,6.3049183,13.607323,276.85574,253.04372,89.93804,60.75521,109.227905,final
2022-07-01,1,900111,RW5,305.0,1.1409836,1.8692896,4.567213,7.600765,252.85245,200.3388,89.39766,75.92565,125.57415,final
2022-07-11,1,900111,RW5,305.0,0.9213115,1.1279781,3.7245903,5.404918,190.64919,150.76328,96.62749,83.85063,125.60675,final
2022-07-21,1,900111,RW5,305.0,5.1016393,2.6477594,7.163934,5.645027,102.583595,111.34536,132.08626,114.26871,92.46918,final
2022-08-01,1,900111,RW5,305.0,5.314754,6.5851364,11.337705,10.360874,92.98359,80.31683,89.03438,106.35921,114.84673,final
2022-08-11,1,900111,RW5,305.0,11.144262,7.702732,21.560656,16.935629,93.67212,58.77858,127.092834,121.08455,154.71043,final
2022-08-21,1,900111,RW5,305.0,21.259016,12.2418585,37.718033,26.529726,51.186886,45.782078,152.29805,135.48494,110.643135,final
2022-09-01,1,900111,RW5,305.0,11.288525,19.757595,43.691803,39.702187,59.59672,57.663826,65.79203,108.92488,103.08455,final
2022-09-11,1,900111,RW5,305.0,20.380327,20.53224,52.927864,52.531693,78.21311,74.87224,99.405014,100.688614,104.18277,final
2022-09-21,1,900111,RW5,305.0,21.593443,21.07825,53.262295,61.368088,98.144264,93.54284,101.97556,87.786606,104.669464,final
2022-10-01,1,900111,RW5,305.0,21.039345,33.920982,63.013115,75.53148,118.042625,125.594536,66.9031,84.455315,94.21728,final
2022-10-11,1,900111,RW5,305.0,16.344263,36.917816,58.97705,91.917046,133.46558,161.38437,50.91931,66.01218,83.22031,final
2022-10-21,1,900111,RW5,305.0,43.70164,42.225246,81.08525,113.06404,172.06558,200.96185,103.12629,72.91403,85.970085,final
2022-11-01,1,900111,RW5,305.0,28.295082,44.974754,88.34099,124.11781,195.0459,239.35147,66.6238,72.291336,81.868095,final
2022-11-11,1,900111,RW5,305.0,54.308197,36.775192,126.30492,123.97519,238.20984,268.42395,141.9699,101.80634,88.94972,final
2022-11-21,1,900111,RW5,305.0,42.47541,41.76951,125.07869,123.519455,259.4262,297.9516,101.50932,101.21323,87.28332,final
2022-12-01,1,900111,RW5,305.0,44.734425,32.447323,141.51804,110.99202,292.87213,310.6413,132.8117,126.317345,94.37045,final
2022-12-11,1,900111,RW5,305.0,31.554098,27.442732,118.76394,101.65956,304.04593,317.55182,112.67268,116.03643,95.8128,final
2022-12-21,1,900111,RW5,305.0,26.898361,35.332787,103.18688,95.22284,309.35083,331.80634,79.08792,107.946335,93.33282,final
2023-01-01,1,900111,RW5,305.0,17.596722,23.05552,76.04918,85.7683,305.90817,318.60065,80.54288,89.29238,96.077736,final
2023-01-11,1,900111,RW5,305.0,54.295082,22.008852,98.79016,81.50131,343.859,303.9331,219.53943,119.98681,112.9238,final
2023-01-21,1,900111,RW5,305.0,39.911476,24.1847,111.803276,69.24907,340.06885,285.07507,153.88705,157.31279,118.95846,final
2023-02-01,1,900111,RW5,305.0,5.9836063,23.7447,100.19016,69.938255,317.7574,264.3069,38.21089,140.36911,119.84743,final
2023-02-11,1,900111,RW5,305.0,4.4786887,27.16929,50.373768,75.09869,267.9279,254.38841,29.465025,69.13193,105.21976,final
2023-02-21,1,900111,RW5,305.0,19.865574,23.182514,30.32787,74.096504,245.31801,235.51334,88.2305,44.66426,104.07656,final
2023-03-01,1,900111,RW5,305.0,18.442623,43.552567,42.78689,93.90437,219.02623,249.61093,48.282974,48.316254,87.98767,final
2023-03-11,1,900111,RW5,305.0,80.24918,37.338577,118.55738,104.07366,267.7213,260.67368,201.35109,113.27884,102.65274,final
2023-03-21,1,900111,RW5,305.0,57.108196,55.134098,155.8,136.02524,297.93115,279.37082,103.28282,114.02215,106.5268,final
2023-04-01,1,900111,RW5,305.0,55.82951,54.574207,193.18689,147.04689,336.1639,310.8895,102.10712,130.3459,108.00103,final
2023-04-11,1,900111,RW5,305.0,59.491802,50.7035,172.4295,160.4118,341.36066,339.58417,115.77695,107.26532,100.51554,final
2023-04-21,1,900111,RW5,305.0,57.62951,42.06568,172.95082,147.34338,359.0787,357.46515,133.06831,116.80902,100.44516,final
2023-05-01,1,900111,RW5,305.0,63.95082,37.613663,181.07213,130.38284,417.0459,371.3341,161.8045,137.44144,112.14661,final
2023-05-11,1,900111,RW5,305.0,9.662295,29.240984,131.24263,108.92033,422.2295,373.4058,42.820896,119.59466,112.90247,final
2023-05-21,1,900111,RW5,305.0,7.6819673,25.238361,81.29508,92.09301,410.04593,375.46164,41.939995,88.878784,109.09009,final
2023-06-01,1,900111,RW5,305.0,1.5508196,7.875847,18.895082,62.35519,393.1541,339.7849,50.8768,35.476227,115.47898,final
