date,adm_level,adm_id,PCODE,n_pixels,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q,version,district_name
2022-10-11,2,1011448,RW53,51.0,17.666666,37.72222,65.745094,99.270584,164.33334,187.60066,53.05592,67.8476,87.919395,final,Gatsibo
2022-10-21,2,1011448,RW53,51.0,46.372547,45.86536,87.07843,120.524185,204.52942,230.0987,100.997116,73.35513,89.12402,final,Gatsibo
2022-11-01,2,1011448,RW53,51.0,29.137255,45.420914,93.17647,129.0085,225.62746,266.37515,67.70455,73.261375,84.98474,final,Gatsibo
2022-11-11,2,1011448,RW53,51.0,52.862743,38.14902,128.37254,129.43529,261.45096,293.83987,134.09978,99.20947,89.16178,final,Gatsibo
2022-11-21,2,1011448,RW53,51.0,41.235294,42.17059,123.23529,125.740524,274.09805,319.41437,98.01721,98.08381,86.03135,final,Gatsibo
2022-12-01,2,1011448,RW53,51.0,46.92157,32.16601,141.0196,112.48562,306.11765,327.21045,139.70175,124.287224,93.65077,final,Gatsibo
2022-12-11,2,1011448,RW53,51.0,27.313726,25.969934,115.47059,100.30653,309.58823,329.01242,104.33903,114.399925,94.184586,final,Gatsibo
2022-12-21,2,1011448,RW53,51.0,26.549019,34.08693,100.78432,92.22288,311.09802,338.48758,80.71501,108.80599,92.02605,final,Gatsibo
2023-01-01,2,1011448,RW53,51.0,20.470589,22.300653,74.333336,81.973854,308.5294,321.8281,93.29663,91.21516,95.93098,final,Gatsibo
2023-01-11,2,1011448,RW53,51.0,58.333332,21.72026,105.352936,78.88824,349.19608,306.1026,237.02364,131.54758,113.85186,final,Gatsibo
2023-01-21,2,1011448,RW53,51.0,36.490196,23.628757,115.29412,67.64967,339.31372,282.82614,144.9249,165.5811,119.625595,final,Gatsibo
2023-02-01,2,1011448,RW53,51.0,5.470588,24.501307,100.29412,69.85033,315.64706,262.26144,35.49195,140.6729,119.97505,final,Gatsibo
2023-02-11,2,1011448,RW53,51.0,3.8039215,28.305882,45.764706,76.43594,266.58823,252.02876,26.433533,62.336975,105.66453,final,Gatsibo
2023-02-21,2,1011448,RW53,51.0,18.882353,24.863398,28.156862,77.670586,244.23529,234.48889,79.971985,40.1072,104.069664,final,Gatsibo
2023-03-01,2,1011448,RW53,51.0,16.470589,43.901962,39.15686,97.07124,213.7843,248.89543,43.905373,43.260826,86.17103,final,Gatsibo
2023-03-11,2,1011448,RW53,51.0,80.72549,37.517647,116.07843,106.283005,267.19608,261.60718,201.62332,108.80227,102.096306,final,Gatsibo
2023-03-21,2,1011448,RW53,51.0,55.60784,55.683006,152.80392,137.10262,296.2549,282.42288,99.87614,111.04927,104.81243,final,Gatsibo
2023-04-01,2,1011448,RW53,51.0,54.294117,55.860783,190.62744,149.06143,330.07846,315.983,97.42582,126.98015,104.391335,final,Gatsibo
2023-04-11,2,1011448,RW53,51.0,72.39216,53.673203,182.29413,165.217,344.13727,347.93594,131.90376,110.03257,98.9237,final,Gatsibo
2023-04-21,2,1011448,RW53,51.0,51.431374,41.951633,178.11765,151.48563,359.07843,366.25882,120.190445,117.01883,98.06593,final,Gatsibo
2023-05-01,2,1011448,RW53,51.0,79.94118,39.54379,203.76471,135.16862,433.549,381.3013,190.6914,148.93826,113.525116,final,Gatsibo
2023-05-11,2,1011448,RW53,51.0,7.0588236,29.101961,138.43138,110.59739,436.80396,382.09738,35.361088,124.07839,114.132515,final,Gatsibo
2023-05-21,2,1011448,RW53,51.0,7.5882354,26.279085,94.588234,94.924835,425.5098,383.51306,40.2449,99.66315,110.809616,final,Gatsibo
2023-06-01,2,1011448,RW53,51.0,2.7058823,9.005229,17.352942,64.38628,411.7451,348.61633,55.021465,32.21522,117.85233,final,Gatsibo
2023-06-11,2,1011448,RW53,51.0,4.019608,4.385621,14.313726,39.669933,335.03925,315.4843,96.10027,43.236523,106.10168,final,Gatsibo
2023-06-21,2,1011448,RW53,51.0,1.3529412,3.2562091,8.078432,16.647058,280.78433,263.05753,76.94743,60.416668,106.61307,final,Gatsibo
2023-07-01,2,1011448,RW53,51.0,1.4313725,2.1594772,6.8039217,9.801308,227.92157,209.3562,89.8302,79.749176,108.66098,final,Gatsibo
2023-07-11,2,1011448,RW53,51.0,0.8039216,1.3928105,3.5882354,6.808497,156.33334,157.07582,90.78827,72.72929,99.54189,final,Gatsibo
2023-07-21,2,1011448,RW53,51.0,0.98039216,3.3673203,3.2156863,6.919608,105.882355,118.4915,71.473206,68.92582,89.78946,final,Gatsibo
2023-08-01,2,1011448,RW53,51.0,1.9019607,9.144444,3.6862745,13.904575,27.843136,88.092155,48.796265,45.948,35.28024,final,Gatsibo
2023-08-11,2,1011448,RW53,51.0,1.7843137,10.684314,4.6666665,23.19608,22.568626,69.67451,43.255405,34.283726,36.91839,final,Gatsibo
2023-08-21,2,1011448,RW53,51.0,2.0392158,16.596079,5.7254906,36.424835,17.019608,59.991505,32.59488,25.89145,33.88075,final,Gatsibo
2023-09-01,2,1011448,RW53,51.0,30.843138,24.369934,34.666668,51.650326,45.156864,75.35621,122.040245,70.020195,62.418156,final,Gatsibo
2023-09-11,2,1011448,RW53,51.0,46.372547,24.167974,79.2549,65.13399,87.5098,95.138565,176.12656,120.134186,92.38179,final,Gatsibo
2023-09-21,2,1011448,RW53,51.0,25.039215,24.611765,102.2549,73.14967,111.196075,116.49412,101.44352,137.24292,95.63926,final,Gatsibo
2023-10-01,2,1011448,RW53,51.0,26.137255,36.9366,97.54901,85.71634,135.90196,151.27124,74.248405,113.043594,90.165,final,Gatsibo
2023-10-11,2,1011448,RW53,51.0,37.862743,37.72222,89.039215,99.270584,172.96078,187.60066,100.32892,90.187675,92.39885,final,Gatsibo
2023-10-21,2,1011448,RW53,51.0,29.039215,45.86536,93.039215,120.524185,201.0196,230.0987,66.92023,78.10384,87.63112,final,Gatsibo
2023-11-01,2,1011448,RW53,51.0,38.568626,45.420914,105.47059,129.0085,237.68628,266.37515,86.40983,82.43551,89.42834,final,Gatsibo
2023-11-11,2,1011448,RW53,51.0,53.294117,38.14902,120.90196,129.43529,289.19608,293.83987,135.0995,93.652466,98.44606,final,Gatsibo
2023-11-21,2,1011448,RW53,51.0,61.60784,42.17059,153.47058,125.740524,348.7647,319.41437,141.2063,121.20999,109.04717,final,Gatsibo
2023-12-01,2,1011448,RW53,51.0,34.54902,32.16601,149.45099,112.48562,352.47058,327.21045,106.41179,131.46375,107.60366,final,Gatsibo
2023-12-11,2,1011448,RW53,51.0,24.039215,25.969934,120.196075,100.30653,330.13724,329.01242,93.76582,118.88728,100.336754,final,Gatsibo
2023-12-21,2,1011448,RW53,51.0,54.92157,34.08693,113.5098,92.22288,360.0196,338.48758,153.30334,121.89498,106.26865,final,Gatsibo
2024-01-01,2,1011448,RW53,51.0,11.960784,22.300653,90.92157,81.973854,345.84314,321.8281,62.125935,110.28782,107.347916,final,Gatsibo
2024-01-11,2,1011448,RW53,51.0,21.37255,21.72026,88.254906,78.88824,329.35294,306.1026,98.6987,111.16566,107.473526,final,Gatsibo
2024-01-21,2,1011448,RW53,51.0,29.705883,23.628757,63.039215,67.64967,330.0196,282.82614,121.22735,93.65385,116.39651,final,Gatsibo
2024-02-01,2,1011448,RW53,51.0,23.82353,24.501307,74.90196,69.85033,315.2745,262.26144,97.70256,106.748985,119.83565,final,Gatsibo
2024-02-11,2,1011448,RW53,51.0,15.980392,28.305882,69.5098,76.43594,277.96075,252.02876,62.993057,91.49498,110.08915,final,Gatsibo
2024-02-21,2,1011448,RW53,51.0,14.431373,24.863398,54.2353,77.670586,230.78432,234.48889,65.06752,71.65221,98.45313,final,Gatsibo
2024-03-01,2,1011448,RW53,51.0,29.980392,43.901962,60.39216,97.07124,226.21568,248.89543,71.53168,64.06521,91.06729,final,Gatsibo
2024-03-11,2,1011448,RW53,51.0,18.490196,37.517647,62.901962,106.283005,220.66666,261.60718,55.24811,61.017372,84.643875,final,Gatsibo
2024-03-21,2,1011448,RW53,51.0,35.627453,55.683006,84.09804,137.10262,201.37257,282.42288,66.950294,62.699787,71.801025,final,Gatsibo
2024-04-01,2,1011448,RW53,51.0,49.862743,55.860783,103.98039,149.06143,239.27454,315.983,90.14466,70.738266,76.10202,final,Gatsibo
2024-04-11,2,1011448,RW53,51.0,59.627453,53.673203,145.11765,165.217,277.52942,347.93594,110.14817,88.191925,80.05119,final,Gatsibo
2024-04-21,2,1011448,RW53,51.0,67.588234,41.951633,177.07843,151.48563,315.41177,366.25882,154.60214,116.35473,86.30415,final,Gatsibo
2024-05-01,2,1011448,RW53,51.0,45.666668,39.54379,172.88235,135.16862,337.2549,381.3013,113.74575,126.90597,88.597916,final,Gatsibo
2024-05-11,2,1011448,RW53,51.0,4.470588,29.101961,117.72549,110.59739,325.7451,382.09738,27.771393,106.16631,85.442345,final,Gatsibo
2024-05-21,2,1011448,RW53,51.0,3.372549,26.279085,53.509804,94.924835,314.68628,383.51306,26.767244,58.553814,82.28456,final,Gatsibo
2024-06-01,2,1011448,RW53,51.0,1.3137255,9.005229,9.156862,64.38628,286.0196,348.61633,45.0812,20.402971,82.29812,final,Gatsibo
2024-06-11,2,1011448,RW53,51.0,1.2156863,4.385621,5.901961,39.669933,268.7451,315.4843,66.225624,24.40559,85.41607,final,Gatsibo
2024-06-21,2,1011448,RW53,51.0,1.372549,3.2562091,3.9019608,16.647058,234.49017,263.05753,77.18493,41.123188,89.34283,final,Gatsibo
2024-07-01,2,1011448,RW53,51.0,3.0588236,2.1594772,5.647059,9.801308,187.68625,209.3562,112.56162,71.93323,89.890686,final,Gatsibo
2024-07-11,2,1011448,RW53,51.0,0.8235294,1.3928105,5.254902,6.808497,128.88235,157.07582,91.09498,86.84342,82.60477,final,Gatsibo
2024-07-21,2,1011448,RW53,51.0,2.372549,3.3673203,6.254902,6.919608,63.666664,118.4915,88.11124,94.423416,55.604362,final,Gatsibo
2024-08-01,2,1011448,RW53,51.0,2.0392158,9.144444,5.2352943,13.904575,20.039215,88.092155,49.766647,54.14189,26.897234,final,Gatsibo
2024-08-11,2,1011448,RW53,51.0,7.8039217,10.684314,12.215687,23.19608,23.372551,69.67451,81.63521,61.057026,37.994965,final,Gatsibo
2024-08-21,2,1011448,RW53,51.0,9.980392,16.596079,19.82353,36.424835,29.980392,59.991505,69.36626,59.92427,53.823025,final,Gatsibo
2024-09-01,2,1011448,RW53,51.0,9.137255,24.369934,26.921568,51.650326,37.803925,75.35621,48.135124,56.348427,53.267723,final,Gatsibo
2024-09-11,2,1011448,RW53,51.0,8.666667,24.167974,27.784313,65.13399,45.2549,95.138565,46.855045,46.74526,50.185364,final,Gatsibo
2024-09-21,2,1011448,RW53,51.0,52.235294,24.611765,70.039215,73.14967,96.117645,116.49412,193.28566,96.01987,83.228424,final,Gatsibo
2024-10-01,2,1011448,RW53,51.0,31.960785,36.9366,92.86275,85.71634,125.01961,151.27124,88.13491,107.877754,83.20124,final,Gatsibo
2024-10-11,2,1011448,RW53,51.0,60.215687,37.72222,144.41176,99.270584,184.41176,187.60066,152.6505,143.29234,98.34429,final,Gatsibo
2024-10-21,2,1011448,RW53,51.0,19.90196,45.86536,112.07843,120.524185,201.94118,230.0987,48.95662,93.271614,88.02311,final,Gatsibo
2024-11-01,2,1011448,RW53,51.0,64.23529,45.420914,144.35294,129.0085,264.13727,266.37515,137.31464,111.45035,99.175354,final,Gatsibo
2024-11-11,2,1011448,RW53,51.0,78.45098,38.14902,162.58823,129.43529,334.7843,293.83987,193.4018,124.66089,113.701126,final,Gatsibo
2024-11-21,2,1011448,RW53,51.0,88.52941,42.17059,231.2157,125.740524,413.33334,319.41437,198.27908,180.6752,128.95032,final,Gatsibo
2024-12-01,2,1011448,RW53,51.0,22.27451,32.16601,189.2549,112.48562,426.47058,327.21045,73.38563,165.34355,129.8787,final,Gatsibo
2024-12-11,2,1011448,RW53,51.0,23.019608,25.969934,133.82353,100.30653,440.82355,329.01242,90.47357,131.82803,133.47514,final,Gatsibo
2024-12-21,2,1011448,RW53,51.0,37.568626,34.08693,82.86275,92.22288,426.1569,338.48758,108.90757,90.372505,125.523285,final,Gatsibo
2025-01-01,2,1011448,RW53,51.0,4.8235292,22.300653,65.411766,81.973854,399.0196,321.8281,35.982765,80.9574,123.61838,final,Gatsibo
2025-01-11,2,1011448,RW53,51.0,21.09804,21.72026,63.490196,78.88824,359.90195,306.1026,97.67136,81.64458,117.29312,final,Gatsibo
2025-01-21,2,1011448,RW53,51.0,29.82353,23.628757,55.745102,67.64967,369.82355,282.82614,121.6383,83.61373,130.22568,final,Gatsibo
2025-02-01,2,1011448,RW53,51.0,20.235294,24.501307,71.15686,69.85033,325.82352,262.26144,85.53958,101.74554,123.78273,final,Gatsibo
2025-02-11,2,1011448,RW53,51.0,12.607843,28.305882,62.666664,76.43594,259.98038,252.02876,52.867065,83.09189,103.09367,final,Gatsibo
2025-02-21,2,1011448,RW53,51.0,2.372549,24.863398,35.21569,77.670586,173.82353,234.48889,24.687576,48.645706,74.668816,final,Gatsibo
2025-03-01,2,1011448,RW53,51.0,12.137255,43.901962,27.117647,97.07124,163.68628,248.89543,35.044106,31.465908,66.43927,final,Gatsibo
2025-03-11,2,1011448,RW53,51.0,32.235294,37.517647,46.7451,106.283005,172.90196,261.60718,87.57609,46.498653,66.72812,final,Gatsibo
2025-03-21,2,1011448,RW53,51.0,31.392157,55.683006,75.76471,137.10262,166.72548,282.42288,59.97092,56.835484,59.746628,final,Gatsibo
2025-04-01,2,1011448,RW53,51.0,57.980392,55.860783,121.60784,149.06143,219.88234,315.983,103.48273,82.1801,70.06052,final,Gatsibo
2025-04-11,2,1011448,RW53,51.0,61.52941,53.673203,150.90196,165.217,260.31372,347.93594,113.38978,91.590126,75.17334,final,Gatsibo
2025-04-21,2,1011448,RW53,51.0,90.70588,41.951633,210.21568,151.48563,321.19608,366.25882,203.8393,137.53064,87.862175,final,Gatsibo
2025-05-01,2,1011448,RW53,51.0,60.588234,39.54379,212.82352,135.16862,361.549,381.3013,147.2444,155.40105,94.88682,final,Gatsibo
2025-05-11,2,1011448,RW53,51.0,28.078432,29.101961,179.37254,110.59739,377.0196,382.09738,96.99862,159.49542,98.68824,final,Gatsibo
2025-05-21,2,1011448,RW53,51.0,28.215687,26.279085,116.882355,94.924835,402.86273,383.51306,106.19136,121.97404,104.980446,final,Gatsibo
2025-06-01,2,1011448,RW53,51.0,7.8235292,9.005229,64.11765,64.38628,398.549,348.61633,91.56244,99.612854,114.120575,final,Gatsibo
2025-06-11,2,1011448,RW53,51.0,16.294117,4.385621,52.333332,39.669933,382.60785,315.4843,226.88022,128.34882,120.944405,final,Gatsibo
2025-06-21,2,1011448,RW53,51.0,10.019608,3.2562091,34.137253,16.647058,361.2353,263.05753,181.91893,180.7971,136.62564,final,Gatsibo
2025-07-01,2,1011448,RW53,51.0,2.6470587,2.1594772,28.960783,9.801308,305.90195,209.3562,106.810295,229.44447,145.03987,final,Gatsibo
2025-07-11,2,1011448,RW53,51.0,1.0784314,1.3928105,13.745097,6.808497,245.45097,157.07582,95.0823,158.74246,154.52704,final,Gatsibo
2025-07-21,2,1011448,RW53,51.0,1.0,3.3673203,4.72549,6.919608,155.7451,118.4915,71.70755,81.59237,130.16693,final,Gatsibo
2025-08-01,2,1011448,RW53,51.0,9.176471,9.144444,11.254902,13.904575,104.333336,88.092155,100.226425,85.983955,117.44635,final,Gatsibo
2025-08-11,2,1011448,RW53,51.0,26.882353,10.684314,37.058823,23.19608,103.13725,69.67451,203.27542,149.1655,144.81148,final,Gatsibo
2025-08-21,2,1011448,RW53,51.0,3.6862745,16.596079,39.7451,36.424835,78.60784,59.991505,40.221535,108.01515,128.64426,final,Gatsibo
2025-09-01,2,1011448,RW53,51.0,7.6666665,24.369934,38.235294,51.650326,78.45097,75.35621,43.128002,76.31959,103.8513,final,Gatsibo
2025-09-11,2,1011448,RW53,51.0,18.72549,24.167974,30.078432,65.13399,80.882355,95.138565,81.34089,50.016308,85.76351,final,Gatsibo
2025-09-21,2,1011448,RW53,51.0,8.039216,24.611765,34.431374,73.14967,78.90196,116.49412,44.0339,50.456226,69.05846,final,Gatsibo
2025-10-01,2,1011448,RW53,51.0,54.235294,36.9366,81.0,85.71634,130.49019,151.27124,141.24963,94.801,86.701935,final,Gatsibo
2025-10-11,2,1011448,RW53,51.0,34.568626,37.72222,96.84314,99.270584,163.98038,187.60066,92.61838,97.671974,87.73614,final,Gatsibo
2025-10-21,2,1011448,RW53,51.0,67.98039,45.86536,156.78432,120.524185,230.96077,230.0987,143.47758,128.88698,100.366684,final,Gatsibo
2025-11-01,2,1011448,RW53,51.0,52.117645,45.420914,154.66666,129.0085,273.90198,266.37515,113.281654,119.14667,102.77358,final,Gatsibo
2025-11-11,2,1011448,RW53,51.0,23.117647,38.14902,143.21568,129.43529,270.13727,293.83987,65.16404,110.25058,92.06846,final,Gatsibo
2025-11-21,2,1011448,RW53,51.0,12.843137,42.17059,88.07843,125.740524,279.29413,319.41437,37.826824,71.19325,87.633026,final,Gatsibo
2025-12-01,2,1011448,RW53,51.0,24.72549,32.16601,60.686275,112.48562,296.35294,327.21045,79.98031,55.910057,90.71146,final,Gatsibo
2025-12-11,2,1011448,RW53,51.0,32.235294,25.969934,69.803925,100.30653,309.86273,329.01242,120.23046,71.034454,94.26677,final,Gatsibo
2025-12-21,2,1011448,RW53,51.0,81.882355,34.08693,138.84314,92.22288,383.70587,338.48758,222.27982,147.95195,113.16446,final,Gatsibo
2026-01-01,2,1011448,RW53,51.0,31.019608,22.300653,145.13725,81.973854,360.49017,321.8281,131.9368,172.62343,111.82948,final,Gatsibo
2026-01-11,2,1011448,RW53,51.0,18.156862,21.72026,131.05882,78.88824,344.07843,306.1026,86.664055,162.19058,112.206856,final,Gatsibo
2026-01-21,2,1011448,RW53,51.0,49.019608,23.628757,98.196075,67.64967,325.1176,282.82614,188.69002,142.04617,114.69341,final,Gatsibo
2026-02-01,2,1011448,RW53,51.0,31.549019,24.501307,98.72549,69.85033,304.549,262.26144,123.889496,138.5772,115.82254,final,Gatsibo
2026-02-11,2,1011448,RW53,51.0,38.45098,28.305882,119.01961,76.43594,319.88235,252.02876,130.46039,152.29099,126.39923,final,Gatsibo
2026-02-21,2,1011448,RW53,51.0,29.235294,24.863398,99.23529,77.670586,336.2745,234.48889,114.63965,126.085106,142.50119,final,Gatsibo
2026-03-01,2,1011448,RW53,51.0,57.901962,43.901962,125.58824,97.07124,369.451,248.89543,128.62871,127.93833,147.48238,prelim,Gatsibo
2026-03-11,2,1011448,RW53,51.0,39.058823,37.517647,126.196075,106.283005,376.27454,261.60718,103.624794,117.89407,143.00986,prelim,Gatsibo
2026-03-21,2,1011448,RW53,51.0,44.705883,55.683006,141.66667,137.10262,339.09802,282.42288,81.91071,103.21181,119.71838,prelim,Gatsibo
2026-04-01,2,1011448,RW53,51.0,23.019608,55.860783,106.78432,149.06143,331.09802,315.983,46.038853,72.55827,104.708984,prelim,Gatsibo
2026-04-11,2,1011448,RW53,51.0,50.372547,53.673203,118.09804,165.217,363.31372,347.93594,94.374504,72.3183,104.3571,forecast,Gatsibo
2022-01-01,2,1011454,RW54,62.0,14.354838,22.640322,103.69354,85.78495,296.37094,315.65323,70.02393,119.72639,93.98656,final,Kayonza
2022-01-11,2,1011454,RW54,62.0,43.48387,22.509678,104.37097,82.1457,312.70966,303.86505,176.24297,125.50358,102.86359,final,Kayonza
2022-01-21,2,1011454,RW54,62.0,26.193548,23.486559,84.03226,68.63656,285.7742,285.95108,109.502686,120.907684,99.93921,final,Kayonza
2022-02-01,2,1011454,RW54,62.0,30.532259,23.772043,100.20968,69.76828,288.4839,265.68494,123.49577,140.71432,108.42268,final,Kayonza
2022-02-11,2,1011454,RW54,62.0,50.532257,26.839247,107.258064,74.09785,315.7258,255.12527,174.41447,141.92303,123.29667,final,Kayonza
2022-02-21,2,1011454,RW54,62.0,35.564518,23.527958,116.62903,74.13925,304.6613,235.73817,142.19215,153.68988,128.62991,final,Kayonza
2022-03-01,2,1011454,RW54,62.0,36.35484,44.95269,122.451614,95.31989,326.35483,250.87312,82.78802,127.045204,129.49966,final,Kayonza
2022-03-11,2,1011454,RW54,62.0,43.241936,37.76559,115.16129,106.24624,326.7903,262.48978,112.8055,108.01381,124.038506,final,Kayonza
2022-03-21,2,1011454,RW54,62.0,32.33871,56.596237,111.935486,139.31451,312.59677,282.09033,60.618496,81.02822,110.626076,final,Kayonza
2022-04-01,2,1011454,RW54,62.0,27.32258,54.215054,102.90322,148.57689,325.5645,313.66507,54.585068,70.26006,103.73416,final,Kayonza
2022-04-11,2,1011454,RW54,62.0,71.32258,51.2457,130.98387,162.05699,353.40323,342.4011,135.69496,81.39969,103.166985,final,Kayonza
2022-04-21,2,1011454,RW54,62.0,123.46774,41.753765,222.1129,147.21452,450.67743,360.66827,274.77518,149.20581,124.614975,final,Kayonza
2022-05-01,2,1011454,RW54,62.0,12.82258,38.455914,207.6129,131.45538,432.96774,375.35214,41.013016,155.8113,115.14796,final,Kayonza
2022-05-11,2,1011454,RW54,62.0,11.274194,30.491936,147.56453,110.701614,393.7097,379.00482,45.853214,131.86032,103.829346,final,Kayonza
2022-05-21,2,1011454,RW54,62.0,63.80645,26.762903,87.90323,95.710754,421.95163,382.23978,216.62518,92.247574,110.25511,final,Kayonza
2022-06-01,2,1011454,RW54,62.0,2.596774,7.7639785,77.677414,65.018814,388.19354,345.0511,59.51729,118.07885,112.324615,final,Kayonza
2022-06-11,2,1011454,RW54,62.0,2.032258,2.9473119,68.43548,37.474194,346.9839,310.2328,88.486,172.89435,111.658394,final,Kayonza
2022-06-21,2,1011454,RW54,62.0,1.1935484,1.8795699,5.8225803,12.59086,315.8387,255.51613,90.02813,61.523884,123.15504,final,Kayonza
2022-07-01,2,1011454,RW54,62.0,1.0967742,1.7919354,4.322581,6.6188173,289.61288,203.09302,89.7649,80.23691,141.5775,final,Kayonza
2022-07-11,2,1011454,RW54,62.0,0.7741935,0.88064516,3.0645163,4.5521507,219.06451,152.72797,98.189804,84.426186,142.05757,final,Kayonza
2022-07-21,2,1011454,RW54,62.0,4.677419,2.2634408,6.548387,4.9360213,100.27419,113.23763,133.23465,116.22747,89.03611,final,Kayonza
2022-08-01,2,1011454,RW54,62.0,4.419355,5.432258,9.870968,8.5763445,91.870964,80.213974,90.29066,109.53587,113.67967,final,Kayonza
2022-08-11,2,1011454,RW54,62.0,10.032258,6.0978494,19.129032,13.793549,90.62903,55.819893,135.452,128.38998,157.23314,final,Kayonza
2022-08-21,2,1011454,RW54,62.0,18.951612,10.694086,33.403225,22.224194,45.774193,39.751076,152.61552,141.06285,113.45916,final,Kayonza
2022-09-01,2,1011454,RW54,62.0,10.16129,17.918818,39.14516,34.710754,53.33871,49.905914,66.15215,111.16676,106.252144,final,Kayonza
2022-09-11,2,1011454,RW54,62.0,21.209677,19.081182,50.32258,47.694084,72.51613,66.03979,108.83883,104.98822,109.11649,final,Kayonza
2022-09-21,2,1011454,RW54,62.0,21.435484,19.275269,52.80645,56.27527,92.758064,83.435486,108.898834,94.33896,110.54168,final,Kayonza
2022-10-01,2,1011454,RW54,62.0,20.951612,32.33656,63.59677,70.69301,112.6129,113.98011,69.50724,90.62498,98.85089,final,Kayonza
2022-10-11,2,1011454,RW54,62.0,13.403226,34.439785,55.79032,86.05161,125.241936,147.53925,46.661575,66.76468,85.38258,final,Kayonza
2022-10-21,2,1011454,RW54,62.0,43.5,40.465054,77.85484,107.241394,164.06451,185.74086,106.67534,73.818436,88.635704,final,Kayonza
2022-11-01,2,1011454,RW54,62.0,24.661291,44.36613,81.564514,119.270966,184.30646,224.67473,60.084297,69.657875,82.42372,final,Kayonza
2022-11-11,2,1011454,RW54,62.0,54.403225,37.001614,122.564514,121.832794,228.67743,255.57849,141.43082,100.57691,89.67641,final,Kayonza
2022-11-21,2,1011454,RW54,62.0,43.419353,42.460754,122.48387,123.82849,253.14516,287.34515,102.019775,98.95627,88.3015,final,Kayonza
2022-12-01,2,1011454,RW54,62.0,47.35484,32.818817,145.17741,112.28118,290.3387,302.24515,138.43594,128.04903,96.12478,final,Kayonza
2022-12-11,2,1011454,RW54,62.0,32.241936,27.254301,123.01613,102.533875,301.37097,310.41827,115.46346,119.04726,97.13165,final,Kayonza
2022-12-21,2,1011454,RW54,62.0,22.532259,35.957527,102.12903,96.03065,302.46774,327.10052,67.22149,106.03617,92.58273,final,Kayonza
2023-01-01,2,1011454,RW54,62.0,16.612904,22.640322,71.3871,85.78495,298.12906,315.65323,78.19338,84.14071,94.53486,final,Kayonza
2023-01-11,2,1011454,RW54,62.0,63.35484,22.509678,102.5,82.1457,348.08066,303.86505,248.47562,123.35663,114.315506,final,Kayonza
2023-01-21,2,1011454,RW54,62.0,38.774193,23.486559,118.741936,68.63656,343.35486,285.95108,153.66612,168.04416,119.7297,final,Kayonza
2023-02-01,2,1011454,RW54,62.0,6.145161,23.772043,108.27419,69.76828,324.8387,265.68494,38.736076,151.50034,121.85336,final,Kayonza
2023-02-11,2,1011454,RW54,62.0,4.645161,26.839247,49.564514,74.09785,275.08066,255.12527,30.293306,68.98357,107.67145,final,Kayonza
2023-02-21,2,1011454,RW54,62.0,18.403225,23.527958,29.193546,74.13925,250.06451,235.73817,82.0361,43.20681,105.951,final,Kayonza
2023-03-01,2,1011454,RW54,62.0,17.887096,44.95269,40.935482,95.31989,220.59679,250.87312,45.817547,45.789005,88.16744,final,Kayonza
2023-03-11,2,1011454,RW54,62.0,84.46774,37.76559,120.758064,106.24624,272.82257,262.48978,209.20499,113.04478,103.86287,final,Kayonza
2023-03-21,2,1011454,RW54,62.0,59.370968,56.596237,161.72581,139.31451,309.6613,282.09033,104.504715,115.52949,109.603584,final,Kayonza
2023-04-01,2,1011454,RW54,62.0,44.01613,54.215054,187.85484,148.57689,337.0645,313.66507,82.77647,125.57543,107.34296,final,Kayonza
2023-04-11,2,1011454,RW54,62.0,52.774193,51.2457,156.16129,162.05699,326.4839,342.4011,102.71753,96.47084,95.418205,final,Kayonza
2023-04-21,2,1011454,RW54,62.0,58.16129,41.753765,154.95161,147.21452,345.87097,360.66827,135.09349,105.083015,95.953354,final,Kayonza
2023-05-01,2,1011454,RW54,62.0,47.33871,38.455914,158.2742,131.45538,387.0645,375.35214,120.44093,119.65391,103.07935,final,Kayonza
2023-05-11,2,1011454,RW54,62.0,11.048388,30.491936,116.548386,110.701614,393.46774,379.00482,45.217,105.053314,103.766335,final,Kayonza
2023-05-21,2,1011454,RW54,62.0,7.467742,26.762903,65.85484,95.710754,382.5323,382.23978,39.252525,70.3548,100.07555,final,Kayonza
2023-06-01,2,1011454,RW54,62.0,1.3548387,7.7639785,19.870968,65.018814,366.0,345.0511,49.787285,35.52041,105.984535,final,Kayonza
2023-06-11,2,1011454,RW54,62.0,2.6612904,2.9473119,11.4838705,37.474194,284.19354,310.2328,96.401024,38.809143,91.73968,final,Kayonza
2023-06-21,2,1011454,RW54,62.0,0.9516129,1.8795699,4.967742,12.59086,225.7742,255.51613,86.511406,56.66432,88.583466,final,Kayonza
2023-07-01,2,1011454,RW54,62.0,1.1451613,1.7919354,4.7580647,6.6188173,182.90323,203.09302,90.47732,83.98501,90.297714,final,Kayonza
2023-07-11,2,1011454,RW54,62.0,0.5,0.88064516,2.596774,4.5521507,130.62903,152.72797,93.52715,79.529465,85.989204,final,Kayonza
2023-07-21,2,1011454,RW54,62.0,0.61290324,2.2634408,2.2580645,4.9360213,73.08065,113.23763,77.276085,73.04799,66.037056,final,Kayonza
2023-08-01,2,1011454,RW54,62.0,1.3548387,5.432258,2.467742,8.5763445,27.096775,80.213974,60.91527,55.005543,37.666096,final,Kayonza
